name,label
couple.0123.0176M.0158F.npy,0
couple.0303.0473M.0430F.npy,0
couple.0641.0930M.0766F.npy,0
couple.0777.1092M.0907F.npy,0
couple.0281.0426M.0389F.npy,0
couple.0804.1131M.0941F.npy,0
couple.0643.0933M.0769F.npy,0
couple.0598.0884M.0730F.npy,0
couple.739..1347M.1128F.npy,0
couple.0370.0637M.0530F.npy,0
couple.0861.1195M.0992F.npy,0
couple.0155.0219M.0199F.npy,0
couple.0121.0173M.0157F.npy,0
couple.0636.0923M.0760F.npy,0
couple.0149.0208M.0191F.npy,0
couple.0260.0387M.0351F.npy,0
couple.0910.1249M.1046F.npy,0
couple.0350.0589M.0502F.npy,0
couple.0506.0798M.0655F.npy,0
couple.0166.0237M.0218F.npy,0
couple.0288.0441M.0402F.npy,0
couple.0597.0883M.0729F.npy,0
couple.0896.1233M.1030F.npy,0
couple.0798.1123M.0936F.npy,0
couple.0320.0512M.0453F.npy,0
couple.0164.0233M.0214F.npy,0
couple.0103.0144M.0131F.npy,0
couple.0335.0550M.0476F.npy,0
couple.0273.0411M.0373F.npy,0
couple.0492.0785M.0645F.npy,0
couple.0697.0996M.0820F.npy,0
couple.0227.0327M.0301F.npy,0
couple.0313.0494M.0443F.npy,0
couple.0862.1197M.0994F.npy,0
couple.0226.0324M.0299F.npy,0
couple.0115.0164M.0151F.npy,0
couple.0781.1100M.0911F.npy,0
couple.0185.0264M.0243F.npy,0
couple.0077.0112M.0103F.npy,0
couple.0817.1150M.0956F.npy,0
couple.0436.0729M.0604F.npy,0
couple.0195.0276M.0256F.npy,0
couple.0143.0200M.0182F.npy,0
couple.0005.0009M.0010F.npy,0
couple.0107.0150M.0139F.npy,0
couple.0346.0578M.0495F.npy,0
couple.0417.0707M.0587F.npy,0
couple.0661.0953M.0786F.npy,0
couple.0315.0500M.0445F.npy,0
couple.0144.0202M.0183F.npy,0
couple.0793.1115M.0927F.npy,0
couple.0439.0733M.0608F.npy,0
couple.0136.0190M.0174F.npy,0
couple.0772.1084M.0897F.npy,0
couple.0256.0380M.0343F.npy,0
couple.0823.1157M.0962F.npy,0
couple.0818.1152M.0957F.npy,0
couple.0313.0493M.0442F.npy,0
couple.0377.0647M.0539F.npy,0
couple.0307.0481M.0437F.npy,0
couple.0306.0480M.0435F.npy,0
couple.0123.0175M.0158F.npy,0
couple.0351.0592M.0504F.npy,0
couple.0227.0326M.0302F.npy,0
couple.0752.1059M.0876F.npy,0
couple.0274.0412M.0376F.npy,0
couple.0044.0068M.0063F.npy,0
couple.0248.0365M.0331F.npy,0
couple.0316.0501M.0446F.npy,0
couple.0110.0156M.0145F.npy,0
couple.0241.0350M.0321F.npy,0
couple.0108.0152M.0140F.npy,0
couple.0721.1024M.0847F.npy,0
couple.0280.0425M.0387F.npy,0
couple.0092.0130M.0117F.npy,0
couple.0816.1149M.0955F.npy,0
couple.0066.0093M.0086F.npy,0
couple.0293.0452M.0408F.npy,0
couple.0771.1082M.0895F.npy,0
couple.0698.0997M.0822F.npy,0
couple.0727.1031M.0853F.npy,0
couple.0778.1095M.0909F.npy,0
couple.0110.0156M.0144F.npy,0
couple.0532.0822M.0677F.npy,0
couple.0117.0166M.0152F.npy,0
couple.0022.0040M.0039F.npy,0
couple.0209.0295M.0269F.npy,0
couple.0413.0701M.0582F.npy,0
couple.0440.0734M.0609F.npy,0
couple.0140.0195M.0177F.npy,0
couple.0707.1007M.0832F.npy,0
couple.0298.0463M.0420F.npy,0
couple.0461.0755M.0619F.npy,0
couple.0354.0604M.0510F.npy,0
couple.0185.0263M.0244F.npy,0
couple.0946.1290M.1079F.npy,0
couple.0211.0298M.0272F.npy,0
couple.0294.0454M.0412F.npy,0
couple.0211.0299M.0273F.npy,0
couple.0403.0682M.0568F.npy,0
couple.0744.1048M.0870F.npy,0
couple.0417.0708M.0588F.npy,0
couple.0934.1275M.1065F.npy,0
couple.0224.0321M.0295F.npy,0
couple.0301.0469M.0425F.npy,0
couple.0269.0403M.0366F.npy,0
couple.0736.1041M.0861F.npy,0
couple.0781.1099M.0912F.npy,0
couple.0387.0659M.0550F.npy,0
couple.0266.0399M.0360F.npy,0
couple.0194.0275M.0255F.npy,0
couple.0244.0357M.0324F.npy,0
couple.0076.0110M.0101F.npy,0
couple.0220.0315M.0285F.npy,0
couple.0367.0633M.0526F.npy,0
couple.0167.0240M.0219F.npy,0
couple.0260.0386M.0350F.npy,0
