name,label
couple.0318.0507M.0450F.npy,0
couple.0262.0391M.0353F.npy,0
couple.0402.0679M.0566F.npy,0
couple.0405.0686M.0570F.npy,0
couple.0531.0821M.0676F.npy,0
couple.0810.1142M.0948F.npy,0
couple.0603.0889M.0735F.npy,0
couple.0726.1030M.0851F.npy,0
couple.0008.0018M.0017F.npy,0
couple.0155.0218M.0198F.npy,0
couple.0599.0885M.0731F.npy,0
couple.0364.0624M.0524F.npy,0
couple.0285.0435M.0397F.npy,0
couple.0731.1035M.0856F.npy,0
couple.0812.1145M.0951F.npy,0
couple.0858.1192M.0989F.npy,0
couple.0129.0183M.0166F.npy,0
couple.0411.0698M.0579F.npy,0
couple.0324.0521M.0460F.npy,0
couple.0410.0696M.0577F.npy,0
couple.0392.0665M.0555F.npy,0
couple.0328.0531M.0466F.npy,0
couple.0413.0702M.0582F.npy,0
couple.0225.0323M.0296F.npy,0
couple.0165.0236M.0215F.npy,0
couple.0108.0152M.0140F.npy,0
couple.0001.0001M.0001F.npy,0
couple.0472.0765M.0629F.npy,0
couple.0003.0005M.0005F.npy,0
couple.0878.1215M.1012F.npy,0
couple.0172.0249M.0228F.npy,0
couple.0098.0136M.0122F.npy,0
couple.0426.0718M.0596F.npy,0
couple.0220.0315M.0285F.npy,0
couple.0628.0913M.0753F.npy,0
couple.0108.0153M.0141F.npy,0
couple.0928.1269M.1060F.npy,0
couple.0313.0494M.0442F.npy,0
couple.0011.0023M.0023F.npy,0
couple.0482.0775M.0639F.npy,0
couple.0818.1151M.0957F.npy,0
couple.0247.0363M.0329F.npy,0
couple.0235.0340M.0309F.npy,0
couple.0617.0903M.0746F.npy,0
couple.0408.0691M.0575F.npy,0
couple.0018.0035M.0032F.npy,0
couple.0641.0930M.0767F.npy,0
couple.0356.0608M.0513F.npy,0
couple.0075.0109M.0099F.npy,0
couple.0784.1104M.0917F.npy,0
couple.0271.0407M.0369F.npy,0
couple.0639.0927M.0764F.npy,0
couple.0338.0557M.0482F.npy,0
couple.0291.0449M.0405F.npy,0
couple.0352.0596M.0506F.npy,0
couple.0124.0178M.0161F.npy,0
couple.0405.0685M.0571F.npy,0
couple.0253.0374M.0338F.npy,0
couple.0158.0223M.0203F.npy,0
couple.0798.1124M.0934F.npy,0
couple.0273.0410M.0373F.npy,0
couple.0276.0418M.0379F.npy,0
couple.0629.0914M.0754F.npy,0
couple.0956.1300M.1090F.npy,0
couple.0991.1337M.1118F.npy,0
couple.0797.1120M.0932F.npy,0
couple.0772.1084M.0896F.npy,0
couple.0279.0424M.0384F.npy,0
couple.0440.0734M.0609F.npy,0
couple.0268.0401M.0363F.npy,0
couple.0006.0012M.0013F.npy,0
couple.0349.0585M.0499F.npy,0
couple.0230.0332M.0306F.npy,0
couple.0771.1082M.0895F.npy,0
couple.0256.0379M.0343F.npy,0
couple.0861.1195M.0993F.npy,0
couple.0227.0327M.0301F.npy,0
couple.0072.0104M.0096F.npy,0
couple.0954.1297M.1087F.npy,0
couple.0516.0807M.0663F.npy,0
couple.0216.0306M.0278F.npy,0
couple.0875.1212M.1009F.npy,0
couple.0250.0369M.0335F.npy,0
couple.0417.0707M.0588F.npy,0
couple.0331.0539M.0470F.npy,0
couple.0782.1101M.0913F.npy,0
couple.0144.0201M.0184F.npy,0
couple.0886.1223M.1020F.npy,0
couple.0894.1231M.1028F.npy,0
couple.0077.0112M.0102F.npy,0
couple.0278.0421M.0382F.npy,0
couple.0264.0395M.0357F.npy,0
couple.0758.1065M.0882F.npy,0
couple.0732.1036M.0857F.npy,0
couple.0591.0878M.0723F.npy,0
couple.0726.1029M.0851F.npy,0
couple.0133.0187M.0170F.npy,0
couple.0239.0347M.0316F.npy,0
couple.0787.1107M.0920F.npy,0
couple.0241.0351M.0321F.npy,0
couple.0003.0006M.0006F.npy,0
couple.0377.0648M.0540F.npy,0
couple.0156.0221M.0201F.npy,0
couple.0803.1130M.0940F.npy,0
couple.0403.0682M.0569F.npy,0
couple.0331.0540M.0470F.npy,0
couple.0335.0550M.0476F.npy,0
couple.0653.0943M.0777F.npy,0
couple.0156.0220M.0201F.npy,0
couple.0150.0211M.0193F.npy,0
couple.0249.0367M.0333F.npy,0
couple.0335.0549M.0477F.npy,0
couple.0124.0177M.0160F.npy,0
couple.0263.0393M.0356F.npy,0
couple.0039.0060M.0059F.npy,0
couple.0331.0539M.0469F.npy,0
couple.0304.0475M.0432F.npy,0
couple.0837.1171M.0975F.npy,0
couple.0301.0469M.0425F.npy,0
couple.0068.0098M.0090F.npy,0
couple.0069.0100M.0091F.npy,0
couple.0325.0523M.0461F.npy,0
couple.0366.0632M.0525F.npy,0
couple.0301.0469M.0424F.npy,0
couple.0353.0599M.0507F.npy,0
couple.0457.0751M.0617F.npy,0
couple.0979.1324M.1108F.npy,0
couple.0341.0564M.0487F.npy,0
couple.0309.0485M.0440F.npy,0
couple.0611.0897M.0742F.npy,0
couple.0303.0474M.0430F.npy,0
couple.0510.0802M.0658F.npy,0
couple.0166.0237M.0218F.npy,0
couple.0375.0644M.0537F.npy,0
couple.0166.0237M.0217F.npy,0
couple.0199.0282M.0261F.npy,0
couple.0251.0370M.0337F.npy,0
couple.0069.0100M.0092F.npy,0
couple.0169.0243M.0224F.npy,0
couple.0005.0010M.0009F.npy,0
couple.0632.0918M.0757F.npy,0
couple.0268.0400M.0363F.npy,0
couple.0417.0707M.0587F.npy,0
couple.0303.0474M.0428F.npy,0
couple.0316.0504M.0447F.npy,0
couple.0338.0555M.0482F.npy,0
couple.0792.1113M.0925F.npy,0
couple.0219.0312M.0283F.npy,0
couple.0735.1040M.0860F.npy,0
couple.0331.0538M.0469F.npy,0
couple.0099.0139M.0124F.npy,0
couple.0142.0199M.0181F.npy,0
couple.0041.0062M.0061F.npy,0
couple.0798.1122M.0936F.npy,0
couple.0042.0064M.0062F.npy,0
couple.0011.0022M.0023F.npy,0
couple.0273.0410M.0375F.npy,0
couple.0013.0026M.0025F.npy,0
couple.0220.0314M.0285F.npy,0
couple.0626.0911M.0752F.npy,0
couple.0385.0657M.0548F.npy,0
couple.0066.0094M.0087F.npy,0
couple.0882.1220M.1017F.npy,0
couple.0237.0344M.0313F.npy,0
couple.0734.1039M.0859F.npy,0
couple.0777.1094M.0906F.npy,0
couple.0407.0689M.0573F.npy,0
couple.0816.1149M.0955F.npy,0
couple.0279.0423M.0384F.npy,0
couple.0346.0576M.0496F.npy,0
couple.0015.0029M.0027F.npy,0
couple.0076.0110M.0101F.npy,0
couple.0272.0409M.0370F.npy,0
couple.0819.1153M.0959F.npy,0
couple.0777.1092M.0907F.npy,0
couple.0165.0235M.0216F.npy,0
couple.0102.0142M.0130F.npy,0
couple.0302.0472M.0427F.npy,0
couple.0140.0195M.0178F.npy,0
couple.0008.0016M.0016F.npy,0
couple.0493.0786M.0646F.npy,0
couple.0269.0402M.0365F.npy,0
couple.0485.0778M.0641F.npy,0
couple.0975.1320M.1104F.npy,0
couple.0479.0772M.0636F.npy,0
couple.0342.0567M.0488F.npy,0
couple.0179.0255M.0235F.npy,0
couple.0050.0076M.0071F.npy,0
couple.0406.0687M.0572F.npy,0
couple.0392.0666M.0554F.npy,0
couple.0908.1245M.1042F.npy,0
couple.0005.0010M.0010F.npy,0
couple.0997.1343M.1124F.npy,0
couple.0164.0233M.0213F.npy,0
couple.0400.0676M.0563F.npy,0
couple.0781.1100M.0912F.npy,0
couple.0272.0408M.0370F.npy,0
couple.0660.0952M.0784F.npy,0
couple.0325.0523M.0462F.npy,0
couple.0579.0867M.0711F.npy,0
couple.0210.0296M.0270F.npy,0
couple.0364.0625M.0523F.npy,0
couple.0774.1087M.0901F.npy,0
couple.0258.0383M.0348F.npy,0
couple.0544.0834M.0685F.npy,0
couple.0060.0087M.0081F.npy,0
couple.0863.1199M.0996F.npy,0
couple.0288.0440M.0402F.npy,0
couple.0162.0230M.0209F.npy,0
couple.0705.1004M.0828F.npy,0
couple.0869.1206M.1003F.npy,0
couple.0393.0667M.0556F.npy,0
couple.0478.0771M.0635F.npy,0
couple.0125.0180M.0162F.npy,0
couple.0986.1330M.1113F.npy,0
couple.0005.0009M.0012F.npy,0
couple.0294.0455M.0411F.npy,0
couple.0350.0589M.0502F.npy,0
couple.0861.1196M.0992F.npy,0
couple.0067.0095M.0089F.npy,0
couple.0769.1080M.0893F.npy,0
couple.0334.0546M.0474F.npy,0
couple.0692.0991M.0816F.npy,0
couple.0939.1282M.1071F.npy,0
couple.0287.0439M.0400F.npy,0
couple.0351.0594M.0504F.npy,0
couple.0497.0790M.0649F.npy,0
couple.0217.0308M.0281F.npy,0
couple.0630.0916M.0756F.npy,0
couple.0906.1243M.1040F.npy,0
couple.0141.0198M.0180F.npy,0
couple.0172.0248M.0229F.npy,0
couple.0527.0817M.0673F.npy,0
couple.0335.0549M.0476F.npy,0
couple.0401.0677M.0564F.npy,0
couple.0846.1180M.0982F.npy,0
couple.0091.0129M.0116F.npy,0
couple.0118.0168M.0153F.npy,0
couple.0226.0324M.0300F.npy,0
couple.0821.1155M.0961F.npy,0
couple.0724.1027M.0850F.npy,0
couple.0307.0482M.0438F.npy,0
couple.0552.0842M.0692F.npy,0
couple.0321.0513M.0455F.npy,0
couple.0905.1242M.1039F.npy,0
couple.0272.0408M.0371F.npy,0
couple.0955.1298M.1088F.npy,0
couple.0941.1285M.1074F.npy,0
couple.0892.1229M.1026F.npy,0
couple.0351.0593M.0503F.npy,0
couple.0586.0873M.0718F.npy,0
couple.0287.0438M.0400F.npy,0
couple.0036.0055M.0056F.npy,0
couple.0412.0699M.0581F.npy,0
couple.0195.0277M.0256F.npy,0
couple.0818.1152M.0958F.npy,0
couple.0013.0025M.0026F.npy,0
couple.0639.0927M.0765F.npy,0
couple.0167.0240M.0220F.npy,0
couple.0002.0004M.0004F.npy,0
couple.0104.0146M.0134F.npy,0
couple.0910.1248M.1046F.npy,0
couple.0110.0157M.0144F.npy,0
couple.0407.0690M.0573F.npy,0
couple.0273.0410M.0374F.npy,0
